DATE/TIME(UTC),Lat. , Long.,Date (MMM-DD-YYYY),Time (12 Hour)
Mar-14-2018 07:03:28,17.0653,-61.884699999999995,,36213
Mar-14-2018 07:03:38,17.0653,-61.884699999999995,,
Mar-14-2018 07:03:48,17.0653,-61.884699999999995,17604,36235
Mar-14-2018 07:03:58,17.0653,-61.884699999999995,17604,36243
Mar-14-2018 07:04:08,17.0653,-61.884699999999995,17604,36254
Mar-14-2018 07:04:18,17.0653,-61.884699999999995,17604,36264
Mar-14-2018 07:04:28,17.0653,-61.884699999999995,17604,36274
Mar-14-2018 07:04:38,17.065316,-61.884716,17604,36284
Mar-14-2018 07:04:48,17.065316,-61.884716,17604,36294
Mar-14-2018 07:04:58,17.065316,-61.884716,17604,36303
Mar-14-2018 07:05:08,17.065316,-61.884716,17604,36315
Mar-14-2018 07:05:18,17.065316,-61.884716,17604,36323
Mar-14-2018 07:05:28,17.065316,-61.884716,,
Mar-14-2018 07:05:38,17.065316,-61.884699999999995,17604,36343
Mar-14-2018 07:05:48,17.065316,-61.884699999999995,,
Mar-14-2018 07:05:58,17.065316,-61.884699999999995,17604,36363
Mar-14-2018 07:06:08,17.065316,-61.884699999999995,,
Mar-14-2018 07:06:18,17.065316,-61.884699999999995,17604,36384
Mar-14-2018 07:06:28,17.065316,-61.884699999999995,,
Mar-14-2018 07:06:38,17.065316,-61.884716,17604,36404
Mar-14-2018 07:06:48,17.065316,-61.884716,,
Mar-14-2018 07:06:58,17.065316,-61.884716,17604,36423
Mar-14-2018 07:07:08,17.065316,-61.884716,,
Mar-14-2018 07:07:18,17.065316,-61.884716,17604,36444
Mar-14-2018 07:07:28,17.065316,-61.884716,,
Mar-14-2018 07:07:38,17.065316,-61.884716,17604,36463
Mar-14-2018 07:07:48,17.065316,-61.884716,,
Mar-14-2018 07:07:58,17.065316,-61.884716,17604,36483
Mar-14-2018 07:08:08,17.065316,-61.884716,,
Mar-14-2018 07:08:18,17.065316,-61.884716,17604,36504
Mar-14-2018 07:08:28,17.065316,-61.884716,,
Mar-14-2018 07:08:38,17.065316,-61.884699999999995,17604,36523
Mar-14-2018 07:08:48,17.065316,-61.884699999999995,,
Mar-14-2018 07:08:58,17.065316,-61.884699999999995,17604,36544
Mar-14-2018 07:09:08,17.065316,-61.884699999999995,,
Mar-14-2018 07:09:18,17.065316,-61.884699999999995,17604,36563
Mar-14-2018 07:09:28,17.065316,-61.884699999999995,,
Mar-14-2018 07:09:38,17.065316,-61.884716,17604,36584
Mar-14-2018 07:09:48,17.065316,-61.884716,,
Mar-14-2018 07:09:58,17.065316,-61.884716,17604,36603
Mar-14-2018 07:10:08,17.065316,-61.884716,,
Mar-14-2018 07:10:18,17.065316,-61.884716,17604,36624
Mar-14-2018 07:10:28,17.065316,-61.884716,,
Mar-14-2018 07:10:38,17.065316,-61.884716,17604,36644
Mar-14-2018 07:10:48,17.065316,-61.884716,,
Mar-14-2018 07:10:58,17.065316,-61.884716,17604,36663
Mar-14-2018 07:11:08,17.065316,-61.884716,,
Mar-14-2018 07:11:18,17.065316,-61.884716,17604,36684
Mar-14-2018 07:11:28,17.065316,-61.884716,,
Mar-14-2018 07:11:38,17.065316,-61.884716,17604,36702
Mar-14-2018 07:11:48,17.065316,-61.884716,,
Mar-14-2018 07:11:58,17.065316,-61.884716,17604,36723
Mar-14-2018 07:12:08,17.065316,-61.884716,,
Mar-14-2018 07:12:18,17.065316,-61.884716,17604,36744
Mar-14-2018 07:12:28,17.065316,-61.884716,,
Mar-14-2018 07:12:38,17.065316,-61.884716,17604,36763
Mar-14-2018 07:12:48,17.065316,-61.884716,,
Mar-14-2018 07:12:58,17.065316,-61.884716,17604,36784
Mar-14-2018 07:13:08,17.065316,-61.884716,,
Mar-14-2018 07:13:18,17.065316,-61.884716,17604,36803
Mar-14-2018 07:13:28,17.065316,-61.884716,,
Mar-14-2018 07:13:38,17.065316,-61.884716,17604,36820
Mar-14-2018 07:13:48,17.065316,-61.884716,,
Mar-14-2018 07:13:58,17.065316,-61.884716,17604,36841
Mar-14-2018 07:14:08,17.065316,-61.884716,,
Mar-14-2018 07:14:18,17.065316,-61.884716,17604,36860
Mar-14-2018 07:14:28,17.065316,-61.884716,,
Mar-14-2018 07:14:38,17.065316,-61.884699999999995,17604,36881
Mar-14-2018 07:14:48,17.065316,-61.884699999999995,,
Mar-14-2018 07:14:58,17.065316,-61.884699999999995,17604,36900
Mar-14-2018 07:15:08,17.065316,-61.884699999999995,,
Mar-14-2018 07:15:18,17.065316,-61.884699999999995,17604,36921
Mar-14-2018 07:15:28,17.065316,-61.884699999999995,,
Mar-14-2018 07:15:38,17.065316,-61.884699999999995,17604,36940
Mar-14-2018 07:15:48,17.065316,-61.884699999999995,,
Mar-14-2018 07:15:58,17.065316,-61.884699999999995,17604,36961
Mar-14-2018 07:16:08,17.065316,-61.884699999999995,,
Mar-14-2018 07:16:18,17.065316,-61.884699999999995,17604,36981
Mar-14-2018 07:16:28,17.065316,-61.884699999999995,,
Mar-14-2018 07:16:38,17.065316,-61.884699999999995,17604,37000
Mar-14-2018 07:16:48,17.0653,-61.884699999999995,,
Mar-14-2018 07:16:58,17.0653,-61.884699999999995,17604,37021
Mar-14-2018 07:17:08,17.0653,-61.884699999999995,,
Mar-14-2018 07:17:18,17.0653,-61.884699999999995,17604,37040
Mar-14-2018 07:17:28,17.0653,-61.884699999999995,,
Mar-14-2018 07:17:38,17.0653,-61.884699999999995,17604,37061
Mar-14-2018 07:17:48,17.065316,-61.884699999999995,,
Mar-14-2018 07:17:58,17.065316,-61.884699999999995,17604,37082
Mar-14-2018 07:18:08,17.065316,-61.884699999999995,,
Mar-14-2018 07:18:18,17.065316,-61.884699999999995,17604,37101
Mar-14-2018 07:18:28,17.065316,-61.884699999999995,,
Mar-14-2018 07:18:38,17.065316,-61.884699999999995,17604,37122
Mar-14-2018 07:18:48,17.065316,-61.884699999999995,,
Mar-14-2018 07:18:58,17.065316,-61.884699999999995,17604,37140
Mar-14-2018 07:19:08,17.065316,-61.884699999999995,,
Mar-14-2018 07:19:18,17.065316,-61.884699999999995,17604,37160
Mar-14-2018 07:19:28,17.065316,-61.884699999999995,,
Mar-14-2018 07:19:38,17.065316,-61.884699999999995,17604,37181
Mar-14-2018 07:19:48,17.065316,-61.884699999999995,,
Mar-14-2018 07:19:58,17.065316,-61.884699999999995,17604,37200
Mar-14-2018 07:20:08,17.065316,-61.884699999999995,,
