lat,lon,time
15.193591,-61.487937,2007-01-28T19:31:07Z
15.193635,-61.487979,2007-01-28T19:31:08Z
15.201218,-61.493880,2007-01-28T19:34:09Z
15.203142,-61.496554,2007-01-28T19:37:09Z
15.204162,-61.500821,2007-01-28T19:40:09Z
15.204749,-61.503062,2007-01-28T19:43:09Z
15.206971,-61.503488,2007-01-28T19:46:09Z
15.208079,-61.501897,2007-01-28T19:49:09Z
15.209851,-61.502583,2007-01-28T19:52:09Z
15.208712,-61.505327,2007-01-28T19:55:09Z
15.209065,-61.508272,2007-01-28T19:58:09Z
15.207149,-61.514265,2007-01-28T20:01:09Z
15.205860,-61.522573,2007-01-28T20:04:09Z
15.207397,-61.523047,2007-01-28T20:07:09Z
15.213612,-61.516809,2007-01-28T20:10:09Z
15.219470,-61.514103,2007-01-28T20:13:09Z
15.221651,-61.513601,2007-01-28T20:16:09Z
15.220222,-61.510406,2007-01-28T20:19:09Z
15.216896,-61.504677,2007-01-28T20:22:09Z
15.213284,-61.499005,2007-01-28T20:25:09Z
15.213167,-61.498202,2007-01-28T20:28:09Z
15.217228,-61.496720,2007-01-28T20:31:09Z
15.224445,-61.492322,2007-01-28T20:34:09Z
15.225239,-61.492821,2007-01-28T20:37:09Z
15.226695,-61.488299,2007-01-28T20:40:09Z
15.222440,-61.484544,2007-01-28T20:43:09Z
15.221566,-61.483772,2007-01-28T20:46:09Z
15.216160,-61.481818,2007-01-28T20:49:09Z
15.218194,-61.482622,2007-01-28T20:52:09Z
15.218972,-61.483426,2007-01-28T20:55:09Z
15.221658,-61.482424,2007-01-28T20:58:09Z
15.224392,-61.481445,2007-01-28T21:01:09Z
15.227149,-61.480768,2007-01-28T21:04:09Z
15.228146,-61.481502,2007-01-28T21:07:09Z
15.228628,-61.482471,2007-01-28T21:10:09Z
15.230973,-61.481498,2007-01-28T21:13:09Z
15.234802,-61.480698,2007-01-28T21:16:09Z
15.236748,-61.480959,2007-01-28T21:19:09Z
15.237415,-61.481453,2007-01-28T21:22:09Z
15.243289,-61.485453,2007-01-28T21:25:09Z
15.255219,-61.490685,2007-01-28T21:28:09Z
15.259596,-61.489616,2007-01-28T21:31:09Z
15.262376,-61.490667,2007-01-28T21:34:09Z
15.265048,-61.491853,2007-01-28T21:37:09Z
15.267251,-61.492619,2007-01-28T21:40:09Z
15.269708,-61.492770,2007-01-28T21:43:09Z
15.273101,-61.494080,2007-01-28T21:46:09Z
15.276162,-61.494267,2007-01-28T21:49:09Z
15.278222,-61.492113,2007-01-28T21:52:09Z
15.279585,-61.488311,2007-01-28T21:55:09Z
15.280650,-61.483928,2007-01-28T21:58:09Z
15.282064,-61.475373,2007-01-28T22:01:09Z
15.283141,-61.464278,2007-01-28T22:04:09Z
15.283940,-61.453271,2007-01-28T22:07:09Z
15.284844,-61.442164,2007-01-28T22:10:09Z
15.286574,-61.431076,2007-01-28T22:13:09Z
15.288804,-61.419256,2007-01-28T22:16:09Z
15.291362,-61.406529,2007-01-28T22:19:09Z
15.294284,-61.393849,2007-01-28T22:22:09Z
15.295111,-61.387243,2007-01-28T22:25:09Z
15.295387,-61.386823,2007-01-28T22:28:09Z
15.292361,-61.385847,2007-01-28T22:31:09Z
15.285863,-61.377071,2007-01-28T22:34:09Z
15.285845,-61.376071,2007-01-28T22:37:09Z
15.285842,-61.376071,2007-01-28T22:40:09Z
15.285868,-61.376712,2007-01-28T22:43:09Z
15.285973,-61.376873,2007-01-28T22:46:09Z
15.285982,-61.376700,2007-01-28T22:49:09Z
15.286177,-61.376746,2007-01-28T22:52:09Z
15.286208,-61.376811,2007-01-28T22:55:09Z
15.286205,-61.376830,2007-01-28T22:58:09Z
15.285940,-61.376031,2007-01-28T23:01:09Z
15.286129,-61.375735,2007-01-28T23:04:09Z
15.286050,-61.376134,2007-01-28T23:04:43Z
15.285956,-61.376080,2007-01-30T11:22:16Z
15.285932,-61.376047,2007-01-30T11:25:16Z
15.285930,-61.376019,2007-01-30T11:28:16Z
15.284692,-61.379564,2007-01-30T11:31:16Z
15.279357,-61.395159,2007-01-30T11:34:16Z
15.273756,-61.410610,2007-01-30T11:37:16Z
15.267849,-61.426064,2007-01-30T11:40:16Z
15.266596,-61.430217,2007-01-30T11:43:16Z
15.266966,-61.430810,2007-01-30T11:46:16Z
15.269880,-61.434534,2007-01-30T11:49:16Z
15.279866,-61.446380,2007-01-30T11:52:16Z
15.283418,-61.452199,2007-01-30T11:55:16Z
15.284214,-61.455413,2007-01-30T11:58:16Z
15.294388,-61.466932,2007-01-30T12:01:16Z
15.299012,-61.469870,2007-01-30T12:04:16Z
15.298385,-61.470280,2007-01-30T12:07:16Z
15.299151,-61.466403,2007-01-30T12:10:16Z
15.302151,-61.451635,2007-01-30T12:13:16Z
15.301653,-61.449000,2007-01-30T12:16:16Z
15.300323,-61.449186,2007-01-30T12:19:16Z
15.299629,-61.449596,2007-01-30T12:22:16Z
15.298415,-61.449840,2007-01-30T12:25:16Z
15.298022,-61.450353,2007-01-30T12:28:16Z
15.295825,-61.450457,2007-01-30T12:31:16Z
15.297931,-61.453066,2007-01-30T12:34:16Z
15.299412,-61.453763,2007-01-30T12:37:16Z
15.299962,-61.454635,2007-01-30T12:40:16Z
15.299805,-61.454830,2007-01-30T12:43:16Z
15.300338,-61.453106,2007-01-30T12:46:16Z
15.300496,-61.452674,2007-01-30T12:49:16Z
15.300641,-61.452142,2007-01-30T12:52:16Z
15.300889,-61.452082,2007-01-30T12:55:16Z
15.300538,-61.452376,2007-01-30T12:58:16Z
15.300189,-61.452666,2007-01-30T13:01:16Z
15.299855,-61.452971,2007-01-30T13:04:16Z
15.299736,-61.453148,2007-01-30T13:07:16Z
15.302357,-61.451257,2007-01-30T13:10:16Z
15.302470,-61.451252,2007-01-30T13:13:16Z
15.304204,-61.449871,2007-01-30T13:16:16Z
15.304140,-61.449566,2007-01-30T13:19:16Z
15.303598,-61.449863,2007-01-30T13:22:16Z
15.302885,-61.450094,2007-01-30T13:25:16Z
15.302047,-61.450286,2007-01-30T13:28:16Z
15.301276,-61.450408,2007-01-30T13:31:16Z
15.300469,-61.450602,2007-01-30T13:34:16Z
15.302319,-61.450250,2007-01-30T13:37:16Z
15.306787,-61.441852,2007-01-30T13:40:16Z
15.307701,-61.443011,2007-01-30T13:43:16Z
15.306804,-61.443037,2007-01-30T13:46:16Z
15.307329,-61.443413,2007-01-30T13:49:16Z
15.309725,-61.444167,2007-01-30T13:52:16Z
15.311913,-61.444956,2007-01-30T13:55:16Z
15.313183,-61.445648,2007-01-30T13:58:16Z
15.323259,-61.451547,2007-01-30T14:01:16Z
15.323078,-61.451933,2007-01-30T14:04:16Z
15.322328,-61.451885,2007-01-30T14:07:16Z
15.321580,-61.451741,2007-01-30T14:10:16Z
15.320840,-61.451604,2007-01-30T14:13:16Z
15.320148,-61.451521,2007-01-30T14:16:16Z
15.319510,-61.451433,2007-01-30T14:19:16Z
15.318851,-61.451383,2007-01-30T14:22:16Z
15.323391,-61.439140,2007-01-30T14:25:16Z
15.324515,-61.438971,2007-01-30T14:28:16Z
15.325505,-61.438468,2007-01-30T14:31:16Z
15.326482,-61.438689,2007-01-30T14:34:16Z
15.326131,-61.439007,2007-01-30T14:37:16Z
15.325688,-61.439322,2007-01-30T14:40:16Z
15.326731,-61.439673,2007-01-30T14:43:16Z
15.328335,-61.440006,2007-01-30T14:46:16Z
15.329718,-61.440349,2007-01-30T14:49:16Z
15.330668,-61.440975,2007-01-30T14:52:16Z
15.330334,-61.441329,2007-01-30T14:55:16Z
15.329985,-61.441610,2007-01-30T14:58:16Z
15.329743,-61.441931,2007-01-30T15:01:16Z
15.329479,-61.442249,2007-01-30T15:04:16Z
15.330211,-61.443491,2007-01-30T15:07:16Z
15.332389,-61.446286,2007-01-30T15:10:16Z
15.334250,-61.447967,2007-01-30T15:13:16Z
15.334921,-61.447695,2007-01-30T15:16:16Z
15.344263,-61.449703,2007-01-30T15:19:16Z
15.346633,-61.450403,2007-01-30T15:22:16Z
15.347748,-61.450023,2007-01-30T15:25:16Z
15.347825,-61.450587,2007-01-30T15:28:16Z
15.347781,-61.450777,2007-01-30T15:31:16Z
15.347659,-61.451019,2007-01-30T15:34:16Z
15.347629,-61.451236,2007-01-30T15:37:16Z
15.347535,-61.451434,2007-01-30T15:40:16Z
15.347451,-61.451624,2007-01-30T15:43:16Z
15.347311,-61.451915,2007-01-30T15:46:16Z
15.349094,-61.452291,2007-01-30T15:49:16Z
15.351623,-61.452802,2007-01-30T15:52:16Z
15.353938,-61.453053,2007-01-30T15:55:16Z
15.359950,-61.452969,2007-01-30T15:58:16Z
15.364998,-61.453038,2007-01-30T16:01:16Z
15.365167,-61.453453,2007-01-30T16:04:16Z
15.365518,-61.454342,2007-01-30T16:07:16Z
15.359035,-61.456912,2007-01-30T16:10:16Z
15.359022,-61.458802,2007-01-30T16:13:16Z
15.360009,-61.457865,2007-01-30T16:16:16Z
15.360259,-61.458116,2007-01-30T16:19:16Z
15.360222,-61.458332,2007-01-30T16:22:16Z
15.360234,-61.458525,2007-01-30T16:25:16Z
15.360199,-61.458665,2007-01-30T16:28:16Z
15.360201,-61.458778,2007-01-30T16:31:16Z
15.362145,-61.459126,2007-01-30T16:34:16Z
15.362572,-61.459354,2007-01-30T16:37:16Z
15.362661,-61.459382,2007-01-30T16:40:16Z
15.362835,-61.459369,2007-01-30T16:43:16Z
15.363426,-61.459583,2007-01-30T16:46:16Z
15.363471,-61.459802,2007-01-30T16:49:16Z
15.363542,-61.459812,2007-01-30T16:52:16Z
15.362185,-61.461465,2007-01-30T16:55:16Z
15.361479,-61.461183,2007-01-30T16:58:16Z
15.361057,-61.460958,2007-01-30T17:01:16Z
15.356816,-61.457991,2007-01-30T17:04:16Z
15.356723,-61.457407,2007-01-30T17:07:16Z
15.356393,-61.457052,2007-01-30T17:10:16Z
15.354339,-61.456012,2007-01-30T17:13:16Z
15.352800,-61.455154,2007-01-30T17:16:16Z
15.353049,-61.454791,2007-01-30T17:19:16Z
15.353338,-61.454534,2007-01-30T17:22:16Z
15.353191,-61.455264,2007-01-30T17:25:16Z
15.351731,-61.456028,2007-01-30T17:28:16Z
15.351947,-61.455874,2007-01-30T17:31:16Z
15.352235,-61.455699,2007-01-30T17:34:16Z
15.352280,-61.455244,2007-01-30T17:37:16Z
15.350200,-61.453638,2007-01-30T17:40:16Z
15.348115,-61.452453,2007-01-30T17:43:16Z
15.348889,-61.453617,2007-01-30T17:46:16Z
15.349147,-61.467596,2007-01-30T17:49:16Z
15.348604,-61.467734,2007-01-30T17:52:16Z
15.346985,-61.465481,2007-01-30T17:55:16Z
15.341683,-61.459386,2007-01-30T17:58:16Z
15.339722,-61.457544,2007-01-30T18:01:16Z
15.340265,-61.457476,2007-01-30T18:04:16Z
15.341507,-61.457688,2007-01-30T18:07:16Z
15.341364,-61.458204,2007-01-30T18:10:16Z
15.341717,-61.457144,2007-01-30T18:13:16Z
15.341976,-61.457148,2007-01-30T18:16:16Z
15.342215,-61.457047,2007-01-30T18:19:16Z
15.343071,-61.457421,2007-01-30T18:22:16Z
15.344705,-61.460996,2007-01-30T18:25:16Z
15.346372,-61.464664,2007-01-30T18:28:16Z
15.348454,-61.468047,2007-01-30T18:31:16Z
15.350082,-61.468853,2007-01-30T18:34:16Z
15.350299,-61.468853,2007-01-30T18:37:16Z
15.350379,-61.465957,2007-01-30T18:40:16Z
15.351178,-61.464459,2007-01-30T18:43:16Z
15.351380,-61.464384,2007-01-30T18:46:16Z
15.355104,-61.463225,2007-01-30T18:49:16Z
15.357081,-61.463673,2007-01-30T18:52:16Z
15.357984,-61.464416,2007-01-30T18:55:16Z
15.358738,-61.465337,2007-01-30T18:58:16Z
15.358980,-61.465277,2007-01-30T19:01:16Z
15.359654,-61.474166,2007-01-30T19:04:16Z
15.360155,-61.474728,2007-01-30T19:07:16Z
15.360722,-61.475186,2007-01-30T19:10:16Z
15.360884,-61.474899,2007-01-30T19:13:16Z
15.365104,-61.471684,2007-01-30T19:16:16Z
15.366041,-61.472503,2007-01-30T19:19:16Z
15.366910,-61.473382,2007-01-30T19:22:16Z
15.367838,-61.474068,2007-01-30T19:25:16Z
15.368781,-61.474764,2007-01-30T19:28:16Z
15.369707,-61.475411,2007-01-30T19:31:16Z
15.370785,-61.476257,2007-01-30T19:34:16Z
15.370928,-61.475923,2007-01-30T19:37:16Z
15.371000,-61.475651,2007-01-30T19:40:16Z
15.371976,-61.477692,2007-01-30T19:43:16Z
15.375754,-61.482676,2007-01-30T19:46:16Z
15.376805,-61.483839,2007-01-30T19:49:16Z
15.377521,-61.484612,2007-01-30T19:52:16Z
15.377954,-61.485433,2007-01-30T19:55:16Z
15.378153,-61.485950,2007-01-30T19:58:16Z
15.378371,-61.485538,2007-01-30T20:01:16Z
15.377858,-61.490335,2007-01-30T20:04:16Z
15.377570,-61.490714,2007-01-30T20:07:16Z
15.377827,-61.491642,2007-01-30T20:10:16Z
15.380961,-61.492192,2007-01-30T20:13:16Z
15.381333,-61.492789,2007-01-30T20:16:16Z
15.381372,-61.493360,2007-01-30T20:19:16Z
15.381526,-61.495441,2007-01-30T20:22:16Z
15.381570,-61.496562,2007-01-30T20:25:16Z
15.381551,-61.497744,2007-01-30T20:28:16Z
15.380399,-61.497076,2007-01-30T20:31:16Z
15.374630,-61.486889,2007-01-30T20:34:16Z
15.367368,-61.475428,2007-01-30T20:37:16Z
15.359960,-61.464354,2007-01-30T20:40:16Z
15.352041,-61.453729,2007-01-30T20:43:16Z
15.343572,-61.442464,2007-01-30T20:46:16Z
15.334356,-61.435044,2007-01-30T20:49:16Z
15.326103,-61.424936,2007-01-30T20:52:16Z
15.315540,-61.412834,2007-01-30T20:55:16Z
15.305022,-61.400807,2007-01-30T20:58:16Z
15.294237,-61.389621,2007-01-30T21:01:16Z
15.292125,-61.384310,2007-01-30T21:04:16Z
15.285786,-61.376016,2007-01-30T21:07:16Z
15.285900,-61.375918,2007-01-30T21:10:16Z
15.285483,-61.375631,2007-01-30T21:13:16Z
15.286387,-61.375946,2007-01-30T21:16:16Z
15.285965,-61.375718,2007-01-30T21:19:16Z
15.285927,-61.375791,2007-01-30T21:22:16Z
15.285808,-61.375767,2007-01-30T21:25:16Z
15.285747,-61.375655,2007-01-30T21:26:52Z
15.285982,-61.376074,2007-01-31T11:31:45Z
15.286053,-61.376132,2007-01-31T11:34:45Z
15.274360,-61.494493,2007-01-31T14:42:59Z
15.275026,-61.495196,2007-01-31T14:46:46Z
15.275561,-61.495865,2007-01-31T14:49:46Z
15.278513,-61.497631,2007-01-31T14:52:46Z
15.288108,-61.505065,2007-01-31T14:55:46Z
15.298696,-61.510624,2007-01-31T14:58:46Z
15.310012,-61.514798,2007-01-31T15:01:46Z
15.276427,-61.418731,2007-02-01T11:55:04Z
15.269959,-61.430975,2007-02-01T11:58:04Z
15.268604,-61.450777,2007-02-01T12:01:04Z
15.268795,-61.455280,2007-02-01T12:04:04Z
15.271898,-61.457863,2007-02-01T12:07:04Z
15.285824,-61.465443,2007-02-01T12:10:04Z
15.294861,-61.477387,2007-02-01T12:13:04Z
15.295186,-61.477774,2007-02-01T12:16:04Z
15.305144,-61.482944,2007-02-01T12:19:04Z
15.314587,-61.483384,2007-02-01T12:22:04Z
15.320661,-61.482509,2007-02-01T12:25:04Z
15.320775,-61.482773,2007-02-01T12:28:04Z
15.320887,-61.482883,2007-02-01T12:31:04Z
15.321027,-61.482920,2007-02-01T12:34:04Z
15.321292,-61.483012,2007-02-01T12:37:04Z
15.330685,-61.491440,2007-02-01T12:40:04Z
15.334830,-61.495289,2007-02-01T12:43:04Z
15.342522,-61.500879,2007-02-01T12:46:04Z
15.345012,-61.501245,2007-02-01T12:49:04Z
15.345290,-61.501181,2007-02-01T12:52:04Z
15.346042,-61.501388,2007-02-01T12:55:04Z
15.351946,-61.504863,2007-02-01T12:58:04Z
15.365519,-61.514561,2007-02-01T13:01:04Z
15.372676,-61.517372,2007-02-01T13:04:04Z
15.380787,-61.521348,2007-02-01T13:07:04Z
15.380049,-61.521571,2007-02-01T13:10:04Z
15.376913,-61.522166,2007-02-01T13:13:04Z
15.366463,-61.522987,2007-02-01T13:16:04Z
15.359616,-61.522020,2007-02-01T13:19:04Z
15.360135,-61.521851,2007-02-01T13:22:04Z
15.360684,-61.521738,2007-02-01T13:25:04Z
