DATE/TIME(UTC),Lat. , Long.,Date (MMM-DD-YYYY),Time (12 Hour)
May-03-2018 15:45:57,15.286615999999999,-61.376732999999994,17654,67560
May-03-2018 15:46:07,15.286615999999999,-61.376732999999994,17654,67571
May-03-2018 15:46:17,15.286615999999999,-61.376732999999994,17654,67581
May-03-2018 15:46:27,15.286615999999999,-61.376732999999994,17654,67591
May-03-2018 15:46:37,15.286615999999999,-61.376732999999994,17654,67601
May-03-2018 15:46:47,15.286615999999999,-61.376732999999994,17654,67613
May-03-2018 15:46:57,15.286615999999999,-61.376732999999994,17654,67620
May-03-2018 15:47:07,15.286615999999999,-61.376715999999995,17654,67632
May-03-2018 15:47:17,15.286615999999999,-61.376715999999995,17654,67640
May-03-2018 15:47:27,15.286615999999999,-61.376715999999995,17654,67652
May-03-2018 15:47:37,15.286615999999999,-61.376715999999995,17654,67660
May-03-2018 15:47:47,15.286615999999999,-61.376715999999995,17654,67672
May-03-2018 15:47:57,15.286615999999999,-61.376715999999995,17654,67680
May-03-2018 15:48:07,15.2866,-61.376715999999995,17654,67692
May-03-2018 15:48:17,15.286482999999999,-61.376715999999995,17654,67700
May-03-2018 15:48:27,15.286349999999999,-61.3767,17654,67712
May-03-2018 15:48:37,15.286183,-61.37665,17654,67722
May-03-2018 15:48:47,15.286033,-61.376583,17654,67731
May-03-2018 15:48:57,15.2859,-61.376549999999995,17654,67741
May-03-2018 15:49:07,15.285782999999999,-61.376583,17654,67751
May-03-2018 15:49:17,15.285649999999999,-61.376616,17654,67761
May-03-2018 15:49:27,15.285533,-61.376599999999996,17654,67771
May-03-2018 15:49:37,15.2854,-61.376583,17654,67781
May-03-2018 15:49:47,15.28525,-61.376566,17654,67791
May-03-2018 15:49:57,15.285115999999999,-61.376532999999995,17654,67801
May-03-2018 15:50:07,15.285,-61.3765,17654,67813
May-03-2018 15:50:17,15.284915999999999,-61.3764,17654,67821
May-03-2018 15:50:27,15.284882999999999,-61.376315999999996,17654,67833
May-03-2018 15:50:37,15.284932999999999,-61.376265999999994,17654,67840
May-03-2018 15:50:47,15.284965999999999,-61.3762,17654,67852
May-03-2018 15:50:57,15.284982999999999,-61.376115999999996,17654,67860
May-03-2018 15:51:07,15.285032999999999,-61.37605,17654,67872
May-03-2018 15:51:17,15.285082999999998,-61.376,17654,67880
May-03-2018 15:51:27,15.285115999999999,-61.375932999999996,17654,67892
May-03-2018 15:51:37,15.28515,-61.375899999999994,17654,67902
May-03-2018 15:51:47,15.28515,-61.375899999999994,17654,67912
May-03-2018 15:51:57,15.28515,-61.375899999999994,17654,67922
May-03-2018 15:52:07,15.28515,-61.375899999999994,17654,67932
May-03-2018 15:52:17,15.28515,-61.375899999999994,17654,67941
May-03-2018 15:52:27,15.28515,-61.375899999999994,17654,67951
May-03-2018 15:52:37,15.285165999999998,-61.375899999999994,17654,67961
May-03-2018 15:52:47,15.285165999999998,-61.375899999999994,17654,67971
May-03-2018 15:52:57,15.285165999999998,-61.375899999999994,17654,67981
May-03-2018 15:53:07,15.285165999999998,-61.375899999999994,17654,67991
May-03-2018 15:53:17,15.285165999999998,-61.375899999999994,17654,68001
May-03-2018 15:53:27,15.285165999999998,-61.375899999999994,17654,68011
May-03-2018 15:53:37,15.28515,-61.375899999999994,17654,68021
May-03-2018 15:53:47,15.28515,-61.375899999999994,17654,68033
May-03-2018 15:53:57,15.28515,-61.375899999999994,17654,68040
May-03-2018 15:54:07,15.28515,-61.375899999999994,17654,68053
May-03-2018 15:54:17,15.28515,-61.375899999999994,17654,68060
May-03-2018 15:54:27,15.28515,-61.375899999999994,17654,68072
May-03-2018 15:54:37,15.28515,-61.375899999999994,17654,68080
May-03-2018 15:54:47,15.28515,-61.375899999999994,17654,68092
May-03-2018 15:54:57,15.28515,-61.375899999999994,17654,68100
May-03-2018 15:55:07,15.28515,-61.375899999999994,17654,68112
May-03-2018 15:55:17,15.28515,-61.375899999999994,17654,68122
May-03-2018 15:55:27,15.28515,-61.375899999999994,17654,68132
May-03-2018 15:55:37,15.28515,-61.375899999999994,17654,68142
May-03-2018 15:55:47,15.28515,-61.375899999999994,17654,68152
May-03-2018 15:55:57,15.28515,-61.375899999999994,17654,68162
May-03-2018 15:56:07,15.28515,-61.375899999999994,17654,68171
May-03-2018 15:56:17,15.28515,-61.375899999999994,17654,68181
May-03-2018 15:56:27,15.28515,-61.375899999999994,17654,68191
May-03-2018 15:56:37,15.28515,-61.375899999999994,17654,68201
May-03-2018 15:56:47,15.285165999999998,-61.375882999999995,17654,68211
May-03-2018 15:56:57,15.285165999999998,-61.375882999999995,17654,68221
May-03-2018 15:57:07,15.285165999999998,-61.375882999999995,17654,68233
May-03-2018 15:57:17,15.285165999999998,-61.375882999999995,17654,68241
May-03-2018 15:57:27,15.285165999999998,-61.375882999999995,17654,68253
May-03-2018 15:57:37,15.285165999999998,-61.375882999999995,17654,68260
May-03-2018 15:57:47,15.285165999999998,-61.375882999999995,17654,68273
May-03-2018 15:57:57,15.285165999999998,-61.375882999999995,17654,68280
May-03-2018 15:58:07,15.285165999999998,-61.375882999999995,17654,68292
May-03-2018 15:58:17,15.285165999999998,-61.375882999999995,17654,68300
May-03-2018 15:58:27,15.285165999999998,-61.375882999999995,17654,68312
May-03-2018 15:58:37,15.285165999999998,-61.375882999999995,17654,68322
May-03-2018 15:58:47,15.285165999999998,-61.375882999999995,17654,68332
May-03-2018 15:58:57,15.285165999999998,-61.375882999999995,17654,68342
May-03-2018 15:59:07,15.285165999999998,-61.375882999999995,17654,68352
May-03-2018 15:59:17,15.285165999999998,-61.375882999999995,17654,68362
May-03-2018 15:59:27,15.285165999999998,-61.375882999999995,17654,68373
May-03-2018 15:59:37,15.285165999999998,-61.375882999999995,17654,68381
May-03-2018 15:59:47,15.285165999999998,-61.375882999999995,17654,68392
May-03-2018 15:59:57,15.285165999999998,-61.375882999999995,17654,68401
May-03-2018 16:00:07,15.285165999999998,-61.375882999999995,17654,68412
May-03-2018 16:00:17,15.285165999999998,-61.375882999999995,17654,68421
May-03-2018 16:00:27,15.285165999999998,-61.375882999999995,17654,68432
May-03-2018 16:00:37,15.285165999999998,-61.375882999999995,17654,68441
May-03-2018 16:00:47,15.28515,-61.375882999999995,17654,68452
May-03-2018 16:00:57,15.28515,-61.375882999999995,17654,68462
May-03-2018 16:01:07,15.28515,-61.375882999999995,17654,68472
May-03-2018 16:01:17,15.28515,-61.375882999999995,17654,68482
May-03-2018 16:01:27,15.28515,-61.375882999999995,17654,68491
May-03-2018 16:01:37,15.28515,-61.375882999999995,17654,68501
May-03-2018 16:01:47,15.28515,-61.375882999999995,17654,68511
May-03-2018 16:01:57,15.28515,-61.375882999999995,17654,68521
May-03-2018 16:02:07,15.28515,-61.375882999999995,17654,68531
May-03-2018 16:02:17,15.28515,-61.375882999999995,17654,68541
May-03-2018 16:02:27,15.28515,-61.375882999999995,17654,68551
May-03-2018 16:02:37,15.28515,-61.375882999999995,17654,68561
May-03-2018 16:02:47,15.28515,-61.375882999999995,17654,68571
May-03-2018 16:02:57,15.28515,-61.375882999999995,17654,68581
May-03-2018 16:03:07,15.28515,-61.375882999999995,17654,68593
May-03-2018 16:03:17,15.28515,-61.375882999999995,17654,68600
May-03-2018 16:03:27,15.28515,-61.375882999999995,17654,68612
May-03-2018 16:03:37,15.28515,-61.375882999999995,17654,68620
May-03-2018 16:03:47,,17654,68632
May-03-2018 16:03:57,,17654,68640
May-03-2018 16:05:38,15.28515,-61.375882999999995,17654,68739
May-03-2018 16:05:48,15.28515,-61.375882999999995,17654,68749
May-03-2018 16:05:58,15.28515,-61.375882999999995,17654,68759
May-03-2018 16:06:08,15.28515,-61.375882999999995,17654,68771
May-03-2018 16:06:18,15.28515,-61.375882999999995,17654,68779
May-03-2018 16:06:28,15.28515,-61.375882999999995,17654,68791
May-03-2018 16:06:38,15.28515,-61.375882999999995,17654,68798
May-03-2018 16:06:48,15.28515,-61.375882999999995,17654,68810
May-03-2018 16:06:58,15.28515,-61.375882999999995,17654,68818
May-03-2018 16:07:08,15.28515,-61.375882999999995,17654,68830
May-03-2018 16:07:18,15.28515,-61.375882999999995,17654,68838
May-03-2018 16:07:28,15.28515,-61.375882999999995,17654,68850
May-03-2018 16:07:38,15.28515,-61.375882999999995,17654,68858
